Food_Category,Temperature_C,Humidity_%,Storage_Days,Packaging,Moisture_%,pH,Refrigerated,Transport_Hours,Risk
Meat,27.5,91,7,Good,72.4,3.9,Yes,1,Caution
Fruits,9.7,66,25,Average,26.2,6.6,Yes,3,Caution
Vegetables,21.7,57,1,Good,86.1,3.2,Yes,9,Safe
Meat,25.3,42,51,Good,31.3,7,Yes,3,Caution
Dairy,26.9,40,45,Good,62.6,4.4,Yes,21,Caution
Fruits,18.6,53,10,Good,43.1,3.2,Yes,14,Caution
Fruits,16.5,57,33,Average,27.3,6.3,Yes,24,Reject
Meat,20.3,51,15,Good,47,4.9,Yes,13,Caution
Meat,2.1,60,51,Good,16.7,7.1,Yes,1,Safe
Vegetables,25.2,70,28,Good,62.7,6,Yes,19,Caution
Vegetables,14.8,49,44,Good,63.9,5.1,Yes,21,Caution
Vegetables,0,70,27,Good,83.6,6.7,Yes,2,Safe
Dairy,4.3,51,20,Average,26,3.2,Yes,12,Caution
Fruits,21.9,45,51,Average,54.7,6.9,No,21,Reject
Vegetables,20.9,74,5,Damaged,56.6,5.7,Yes,5,Caution
Meat,1.3,62,24,Good,13.5,3.9,Yes,6,Safe
Meat,21.2,56,38,Average,29.3,6.8,Yes,5,Caution
Meat,27,57,38,Average,46.4,5.2,Yes,3,Caution
Fruits,33.4,78,39,Good,86.4,3.3,Yes,5,Caution
Grains,9.6,75,54,Good,70,4.9,No,15,Caution
Fruits,7.3,76,32,Average,32.4,6.2,Yes,17,Caution
Grains,28.7,61,41,Good,23.1,3.6,No,14,Caution
Grains,27.4,47,2,Damaged,57.8,4.9,No,11,Caution
Vegetables,17.5,48,30,Damaged,61.1,6.3,Yes,23,Reject
Grains,11.4,95,18,Damaged,9.3,4.9,No,6,Reject
Dairy,16.3,84,14,Good,57.2,5.3,Yes,19,Caution
Fruits,7,56,5,Good,36.7,6.9,No,24,Caution
Meat,25.2,69,42,Average,43.3,3.6,Yes,1,Caution
Fruits,1.1,94,24,Good,75.3,3.4,No,13,Reject
Fruits,7.5,71,36,Average,34.7,4.4,Yes,7,Caution
Dairy,9.2,60,3,Average,79.2,6.5,Yes,13,Caution
Vegetables,5.9,92,3,Average,66.1,3.4,Yes,8,Safe
Grains,5.6,63,15,Good,37.7,4.4,No,7,Safe
Fruits,20.1,70,6,Average,82.7,5.6,Yes,24,Caution
Fruits,20,82,29,Damaged,51,6.6,No,21,Reject
Meat,24.1,91,57,Average,85.7,5.5,Yes,22,Reject
Vegetables,1.1,81,20,Average,79.5,5.3,Yes,8,Caution
Vegetables,23.8,95,9,Good,10.4,3.4,Yes,2,Caution
Dairy,30.3,95,42,Good,23.4,4.4,Yes,2,Caution
Vegetables,1.3,78,12,Good,35.1,5,Yes,7,Safe
Meat,27.1,55,49,Good,80.7,7,No,21,Reject
Dairy,33,40,35,Good,15.2,5.6,Yes,12,Caution
Fruits,20.4,60,20,Good,16,4.6,No,20,Reject
Grains,1.6,89,22,Good,35.8,6,No,14,Caution
Grains,24.8,83,8,Damaged,32.8,5.6,No,10,Caution
Vegetables,33.7,68,36,Good,84.6,6,Yes,2,Caution
Dairy,15.6,56,52,Good,22,4.1,No,18,Reject
Dairy,7.3,61,21,Average,40,5.9,No,10,Caution
Fruits,16.2,43,1,Good,51,6.3,Yes,5,Safe
Vegetables,11.8,49,2,Good,17.1,3.2,Yes,2,Safe
Fruits,32.6,57,43,Good,88.9,4.1,Yes,14,Caution
Meat,26.5,43,14,Average,12.6,6.4,Yes,16,Caution
Fruits,31.7,41,10,Average,84.2,6.1,No,20,Reject
Dairy,10.2,75,25,Average,39.4,3.7,Yes,21,Caution
Dairy,23.5,90,4,Average,62.2,4.6,Yes,7,Caution
Fruits,27.9,86,19,Good,84.2,5.6,Yes,6,Caution
Fruits,28.7,84,34,Damaged,57.2,5,No,24,Reject
Grains,22,45,50,Average,25.8,5.9,No,1,Caution
Grains,28.2,75,3,Good,53.1,4.6,No,6,Safe
Grains,29.7,90,57,Good,47.1,4.9,No,23,Reject
Fruits,7.5,75,1,Good,20.9,4.6,No,22,Caution
Fruits,16.8,84,12,Average,52.8,4.9,Yes,16,Caution
Fruits,23.9,45,7,Average,8.6,7,No,1,Caution
Vegetables,26.1,51,24,Average,23,4.7,Yes,7,Caution
Dairy,21.2,61,32,Average,68.4,7.1,Yes,5,Caution
Fruits,25.1,84,23,Good,22.3,6.8,Yes,6,Caution
Grains,0.6,79,37,Good,58.9,3.9,No,13,Caution
Meat,23.4,70,49,Good,44.8,4.5,Yes,1,Caution
Meat,22.4,57,31,Good,34,3.5,Yes,23,Caution
Grains,4.4,89,5,Good,40.1,5.9,No,11,Safe
Meat,24.3,56,21,Damaged,26,6.1,Yes,18,Reject
Dairy,2.3,67,34,Average,79.6,3.6,Yes,9,Caution
Grains,34.1,62,60,Good,85.3,5.8,No,17,Caution
Vegetables,1.9,85,16,Average,8.3,3.4,No,21,Reject
Dairy,34.1,88,37,Good,55.6,5.6,No,11,Reject
Vegetables,7.4,56,47,Good,53.4,4,Yes,11,Caution
Meat,7.7,64,44,Average,76,6.4,No,11,Reject
Vegetables,19.9,95,14,Good,9.1,6.2,No,24,Reject
Grains,4.1,87,29,Good,17.4,3.5,No,10,Caution
Fruits,4.7,56,49,Average,73.6,6.5,Yes,14,Caution
Meat,8.2,54,33,Good,80.4,5.6,No,23,Reject
Vegetables,1.4,63,26,Average,35.8,6.7,Yes,21,Caution
Grains,8,63,58,Damaged,18.9,3.7,No,12,Caution
Meat,4.1,51,34,Average,47.5,6.7,No,4,Caution
Vegetables,28.8,45,55,Damaged,78.8,6.9,Yes,9,Reject
Fruits,21.1,56,50,Good,28.7,3.9,Yes,24,Caution
Fruits,5.3,69,52,Good,47.8,4.5,Yes,6,Safe
Dairy,6.5,46,10,Good,42,6.7,Yes,14,Safe
Fruits,26.8,64,14,Good,40.6,3.8,No,15,Reject
Meat,4.6,50,32,Average,80.7,5.7,No,13,Reject
Grains,33,74,7,Average,88.9,3.2,No,9,Caution
Dairy,31.6,46,32,Damaged,67.6,4.7,Yes,3,Reject
Vegetables,13.9,76,3,Damaged,89.8,5.7,Yes,22,Caution
Vegetables,8.9,54,43,Average,61.7,4.2,No,9,Reject
Vegetables,20.8,60,34,Good,67.7,5.6,Yes,5,Caution
Fruits,33.9,45,38,Good,22.7,4.4,Yes,13,Caution
Meat,22.1,89,49,Good,56.5,4.3,No,9,Reject
Fruits,32.3,40,40,Good,86.1,4.7,Yes,12,Caution
Grains,27.7,44,31,Good,21.3,4.9,No,9,Caution
Meat,26.3,77,54,Good,58.6,5.4,Yes,15,Caution
Dairy,30.2,91,48,Good,45.4,5.5,Yes,13,Reject
Dairy,32.4,66,24,Good,73.7,3.3,No,11,Reject
Meat,29.3,46,53,Good,38,5,Yes,12,Caution
Meat,22.5,83,34,Damaged,84.1,3.5,Yes,24,Reject
Fruits,29.5,44,24,Good,65.2,5.5,Yes,11,Caution
Vegetables,9.4,71,41,Average,88.3,5.3,Yes,3,Caution
Grains,29.9,65,36,Average,85.4,6.7,No,15,Reject
Vegetables,12.5,62,36,Good,65.7,3.7,Yes,1,Caution
Meat,32.6,88,13,Average,60.8,5,Yes,18,Reject
Dairy,24.5,42,33,Good,48.7,7.2,Yes,17,Caution
Grains,5.2,47,16,Average,23.2,3.7,No,9,Caution
Meat,10.9,62,52,Average,84.1,5.9,Yes,12,Caution
Grains,20.4,63,47,Damaged,84.7,5.5,No,24,Reject
Meat,7.2,68,15,Damaged,43.6,5.4,No,9,Caution
Meat,2.7,60,26,Good,20.3,6.1,No,10,Caution
Grains,12.2,79,28,Good,17.9,5.2,No,7,Caution
Dairy,35,56,56,Good,14.1,7.2,Yes,12,Caution
Grains,16.9,88,55,Good,88.3,4.5,No,6,Caution
Dairy,28,49,15,Average,68.4,5.4,Yes,3,Caution
Dairy,3,47,3,Damaged,45.8,3.8,No,16,Caution
Fruits,14.6,71,48,Good,85.8,6.3,Yes,10,Caution
Vegetables,9.9,54,47,Good,57.5,4.9,No,24,Reject
Dairy,14.4,44,29,Damaged,34.4,5.1,Yes,16,Reject
Fruits,32.9,50,28,Good,23.4,5.1,No,5,Reject
Meat,25.9,62,46,Good,77.1,6.9,Yes,17,Caution
Meat,15.9,63,59,Average,86.6,3.5,No,23,Reject
Fruits,26.1,81,23,Good,33.1,4,Yes,16,Caution
Grains,11.3,94,45,Good,53.8,4.1,No,2,Caution
Grains,0.7,93,18,Good,29,4.2,No,11,Caution
Meat,30.2,60,50,Average,85,5.6,No,4,Reject
Meat,13.5,83,48,Average,38.5,5.3,Yes,3,Caution
Grains,33.8,92,34,Good,87.6,5.2,No,6,Caution
Grains,32.3,89,46,Damaged,9.8,6.3,No,6,Reject
Dairy,29.9,68,35,Average,26.8,4.5,Yes,18,Reject
Meat,11.5,57,27,Damaged,38.8,4.9,No,19,Reject
Dairy,30.2,67,9,Average,40,6.4,Yes,11,Caution
Vegetables,18.7,76,42,Good,50.4,5.7,Yes,4,Caution
Grains,21.9,44,8,Good,82.2,5.2,No,3,Caution
Fruits,15.3,90,15,Average,52.1,5,Yes,5,Caution
Meat,5.9,94,1,Average,70.7,6.3,No,15,Caution
Fruits,15.6,67,6,Good,47.2,5.4,Yes,22,Caution
Vegetables,2.1,89,33,Good,55.5,4.9,Yes,24,Caution
Dairy,31.7,74,33,Good,57.8,6.6,Yes,15,Caution
Vegetables,27.2,65,47,Good,42,6.2,No,17,Reject
Grains,17.1,52,2,Good,75.9,5.2,No,7,Safe
Dairy,19.1,68,31,Good,40.2,7.1,Yes,16,Caution
Fruits,15.3,50,31,Good,87.8,4.4,No,15,Reject
Grains,8.8,83,44,Good,10.4,3.7,No,3,Caution
Meat,31.9,43,52,Good,10.5,3.6,Yes,22,Caution
Vegetables,8.3,69,12,Good,17.4,6,No,21,Caution
Vegetables,5.6,60,52,Good,60.6,4.4,No,9,Caution
Vegetables,12.9,41,54,Good,89.7,6.4,No,6,Caution
Meat,24.5,77,58,Good,29.7,5,No,17,Reject
Vegetables,8,63,43,Damaged,34.5,7,Yes,10,Caution
Grains,9.1,81,25,Good,74.8,3.4,No,15,Caution
Meat,9.2,83,6,Good,11.3,5.3,No,9,Caution
Grains,23.8,89,4,Average,38.3,4.5,No,13,Caution
Meat,14.5,74,31,Good,83.1,4.2,Yes,3,Caution
Grains,5.4,57,9,Good,10.6,3.9,No,19,Safe
Fruits,11.1,62,24,Damaged,50.7,4.9,Yes,17,Reject
Dairy,26.8,44,43,Average,46.2,3.3,Yes,20,Reject
Fruits,22.2,79,40,Average,41.3,7.2,Yes,10,Caution
Fruits,7.1,52,43,Good,56.1,5.7,No,10,Caution
Vegetables,21.6,57,11,Good,23.7,3.8,No,13,Reject
Fruits,25.3,64,42,Average,20.6,5.2,Yes,8,Caution
Meat,32.2,79,50,Good,61.5,5.4,Yes,3,Caution
Dairy,7.9,42,18,Good,22.8,5.1,No,16,Caution
Meat,27.2,64,38,Good,52.1,6.7,Yes,12,Caution
Grains,31.8,51,60,Good,88.3,6.4,No,4,Caution
Vegetables,16.1,57,60,Damaged,73.8,5.5,Yes,16,Reject
Fruits,24.1,47,42,Good,47,5.5,Yes,15,Caution
Fruits,30.1,92,11,Damaged,55.1,5,Yes,24,Reject
Vegetables,10.6,88,41,Average,45.2,3.3,No,22,Reject
Dairy,13,88,42,Good,73.5,6.1,Yes,2,Caution
Meat,25.5,84,28,Good,81.3,6.2,Yes,18,Caution
Fruits,7.6,75,41,Average,89.1,6.6,Yes,21,Caution
Dairy,17.8,44,44,Damaged,22.6,4.3,Yes,1,Reject
Vegetables,34.7,85,40,Good,59.9,6.4,No,11,Reject
Fruits,8.2,60,47,Good,47.1,3.6,Yes,14,Caution
Dairy,15.6,40,42,Good,18.6,4.8,No,13,Reject
Fruits,4.1,72,32,Good,12,6.6,Yes,21,Caution
Dairy,19.9,54,12,Good,44,4.5,No,12,Reject
Meat,14.7,73,6,Good,79.4,3.4,Yes,4,Safe
Fruits,19.2,40,9,Average,65.1,5.1,Yes,3,Caution
Meat,34.8,56,32,Damaged,31,4.2,Yes,6,Reject
Vegetables,26.6,61,16,Average,56.1,3.7,No,24,Reject
Dairy,21.7,50,40,Good,42.5,4.7,Yes,13,Caution
Vegetables,4.9,65,14,Average,69.7,6.4,No,7,Caution
Dairy,33.3,88,40,Good,52.9,6.2,No,12,Reject
Fruits,3.2,57,27,Good,56.9,4.9,Yes,8,Safe
Grains,4.3,88,59,Good,59.6,4.2,No,11,Caution
Dairy,19,91,55,Average,86.9,6.2,Yes,23,Reject
Fruits,4.1,91,26,Good,55.1,4.8,Yes,24,Caution
Fruits,34,64,36,Good,45.3,5.2,Yes,12,Caution
Vegetables,0.7,91,15,Average,24.5,3.2,Yes,23,Caution
Vegetables,33.8,59,22,Good,69.5,3.8,No,8,Reject
Meat,2.6,71,34,Good,44.4,4.1,Yes,16,Caution
Fruits,27.2,49,17,Damaged,15.7,3.2,Yes,7,Reject
Fruits,28.3,66,55,Good,9.2,4,Yes,7,Caution
Grains,32.8,60,43,Damaged,30.6,6,No,23,Reject
Fruits,22.2,70,21,Damaged,30.8,6.7,No,9,Reject
Vegetables,29.1,71,57,Good,86.3,6,Yes,20,Caution
Dairy,1.7,74,13,Good,70.7,6.3,No,24,Caution
Dairy,19.5,87,4,Average,85.3,6,No,8,Reject
Grains,23.9,49,49,Good,28.1,5,No,7,Caution
Grains,27.1,95,25,Average,44.3,3.8,No,13,Reject
Grains,13.3,58,53,Average,61.3,6.8,No,6,Caution
Fruits,30.5,84,25,Average,42.5,4.1,Yes,21,Reject
Grains,3.8,75,48,Good,60.5,3.3,No,8,Safe
Vegetables,19.8,68,51,Good,21.7,3.7,Yes,16,Caution
Grains,3.7,47,21,Average,86,3.6,No,3,Caution
Meat,3.3,42,38,Damaged,36.2,3.7,Yes,4,Caution
Grains,23.2,85,23,Good,77,5.1,No,2,Caution
Meat,7.7,85,9,Damaged,63,4.9,Yes,11,Caution
Vegetables,15.6,72,11,Good,48.2,3.2,Yes,1,Caution
Meat,15.3,55,35,Good,44.3,5.2,No,7,Reject
Vegetables,31,69,31,Good,69.4,3.8,No,20,Reject
Grains,4.5,45,13,Average,14.3,6.5,No,3,Safe
Vegetables,15.1,93,39,Good,53.6,5.5,Yes,20,Reject
Grains,12.2,78,42,Damaged,59.1,3.8,No,22,Reject
Fruits,7.1,45,46,Average,21.4,5.9,No,15,Reject
Dairy,31.8,64,26,Good,11.1,5.4,No,2,Reject
Fruits,13.2,47,6,Good,37.2,6.8,Yes,20,Safe
Vegetables,23.2,65,28,Good,36.6,5.6,Yes,22,Caution
Fruits,11.1,53,46,Average,43.1,7,No,4,Reject
Fruits,3.4,54,2,Average,59.2,4.5,Yes,19,Safe
Meat,32.8,44,45,Damaged,72.2,3.2,Yes,8,Reject
Vegetables,30.1,40,14,Average,8.6,6.2,Yes,2,Caution
Vegetables,2.9,60,38,Good,8.6,6.2,Yes,21,Caution
Grains,4.3,45,16,Good,83.4,6.5,No,2,Safe
Grains,0.5,91,14,Good,89.4,4,No,16,Caution
Dairy,13.2,42,9,Good,50.2,5.3,No,17,Caution
Meat,31,91,25,Good,51.3,4,No,18,Reject
Grains,30.8,74,4,Good,49.2,5.3,No,24,Caution
Meat,7,49,16,Average,77.4,5.9,Yes,15,Caution
Fruits,16.7,63,13,Good,22.3,7.1,No,16,Reject
Meat,17.8,54,11,Good,18.9,5.5,No,22,Reject
Fruits,12.3,94,1,Good,69.8,4.9,Yes,16,Caution
Dairy,3.5,49,33,Good,36.6,7,Yes,15,Caution
Grains,8.5,55,17,Damaged,43.1,4.7,No,2,Caution
Grains,23,86,9,Damaged,24.9,5.7,No,20,Reject
Meat,11.5,71,7,Good,60.4,5.2,Yes,19,Safe
Meat,27.1,70,4,Damaged,75.9,6.9,No,23,Reject
Meat,31.9,93,48,Average,64.6,5.4,Yes,6,Reject
Fruits,15.4,70,53,Damaged,25,3.4,Yes,17,Reject
Vegetables,25.2,80,37,Good,39.7,5.4,Yes,20,Caution
Grains,26.4,69,41,Average,36.4,5.2,No,1,Caution
Dairy,15.5,87,41,Average,17.4,5.7,No,8,Reject
Fruits,24.6,74,29,Good,31,6,Yes,7,Caution
Fruits,11.8,80,56,Good,58.4,5.2,Yes,4,Caution
Fruits,10.6,50,30,Damaged,35.9,6.2,No,1,Reject
Meat,33.9,71,29,Average,30.5,6.9,Yes,18,Reject
Dairy,24.8,64,22,Average,72,3.4,No,17,Reject
Dairy,11.9,46,23,Good,82.4,6.9,Yes,24,Caution
Meat,0.9,43,32,Average,84.1,4,No,1,Caution
Grains,14.2,45,5,Average,42,5.1,No,4,Safe
Meat,7.1,90,30,Average,59.4,3.6,No,16,Reject
Vegetables,10.2,51,3,Good,34.9,4.3,No,13,Caution
Fruits,12,69,35,Damaged,56.8,5.6,Yes,16,Reject
Fruits,13.3,80,10,Good,30.6,4.2,No,12,Caution
Meat,6.3,69,2,Good,81,5.4,Yes,18,Safe
Meat,19.2,46,40,Good,83.4,6.9,Yes,6,Caution
Vegetables,15.2,54,27,Damaged,47.5,5.9,No,24,Reject
Grains,26.7,95,1,Good,72.5,4.3,No,15,Caution
Meat,4.6,93,21,Good,49,6.4,Yes,11,Caution
Grains,27.4,73,1,Good,63.3,4.2,No,15,Caution
Grains,28,61,59,Average,33.9,6.4,No,2,Caution
Vegetables,2.1,74,43,Average,17,5.2,Yes,13,Caution
Grains,34.5,46,23,Good,31.2,4.8,No,7,Caution
Fruits,18.3,41,47,Good,83.3,6.3,Yes,6,Caution
Fruits,30.8,47,36,Good,58.2,4.1,No,12,Reject
Dairy,18.1,45,43,Damaged,13.4,5,Yes,21,Reject
Fruits,10.3,77,55,Good,25.7,6.2,Yes,3,Caution
Dairy,16.9,53,46,Average,43,6.6,Yes,17,Reject
Meat,34.6,69,33,Good,19.9,4.6,Yes,16,Caution
Grains,24.6,86,7,Good,76.6,3.7,No,2,Caution
Dairy,14.4,50,56,Good,61.7,6.8,Yes,13,Caution
Meat,27.3,42,26,Good,49.9,6.8,Yes,23,Caution
Grains,7.3,69,52,Good,36.7,6.3,No,12,Caution
Vegetables,9.2,60,24,Average,20.2,4.1,Yes,21,Caution
Fruits,10.9,48,53,Average,25.1,4.1,No,2,Reject
Meat,15.4,70,30,Damaged,51.1,6.5,No,10,Reject
Fruits,8.1,85,54,Damaged,39,4.7,Yes,11,Reject
Dairy,30.3,46,50,Good,61.7,5.7,Yes,2,Caution
Fruits,22.2,43,4,Damaged,29,5.8,No,24,Reject
Meat,13.8,70,30,Good,71,4.6,No,21,Reject
Grains,22.9,48,6,Good,89.5,6.6,No,19,Caution
Grains,15.5,92,5,Good,30.5,6.9,No,10,Caution
Dairy,24.6,59,24,Damaged,67.2,4.2,Yes,17,Reject
Vegetables,17.6,57,47,Good,85.7,4.9,No,9,Reject
Vegetables,16.7,50,4,Good,87.2,6.1,Yes,7,Safe
Vegetables,33.8,55,12,Good,51.2,6.8,No,18,Reject
Fruits,34.1,58,35,Average,65.1,4.4,No,16,Reject
Meat,27.5,54,21,Good,12.8,3.8,No,3,Reject
Meat,6.7,50,45,Good,10,3.4,Yes,2,Safe
Fruits,13,86,6,Good,62.2,4.7,Yes,6,Safe
Dairy,24,84,24,Damaged,66.1,6.5,No,15,Reject
Meat,33,75,24,Good,16.5,7,Yes,11,Caution
Vegetables,14.6,71,33,Good,39.2,6.7,No,9,Caution
Fruits,34.2,58,36,Good,86.3,4.9,Yes,22,Caution
Dairy,9.4,59,42,Good,12.2,4.8,No,15,Reject
Grains,8.5,69,26,Good,21.6,4.3,No,18,Caution
Vegetables,15.7,73,59,Average,30.3,3.3,Yes,10,Caution
Meat,20.6,72,37,Good,86.4,4.2,No,21,Reject
Dairy,21.7,87,6,Average,10.3,5.6,Yes,9,Caution
Vegetables,29.6,46,5,Average,84.9,4.6,Yes,22,Caution
Dairy,33.4,44,24,Good,27.1,3.3,Yes,5,Caution
Meat,17.4,56,6,Good,81.5,4.3,Yes,15,Caution
Grains,7.4,72,18,Damaged,71.3,6.5,No,11,Caution
Fruits,33.8,92,60,Average,79.6,3.4,No,6,Reject
Dairy,22.5,93,35,Good,18.9,4.3,No,13,Reject
Grains,5.1,75,59,Good,65.1,6.9,No,6,Safe
Fruits,3.8,42,21,Good,65.4,6.6,No,21,Caution
Vegetables,0.5,51,7,Average,54.5,3.6,Yes,13,Safe
Fruits,8.4,68,37,Damaged,14.5,3.3,Yes,21,Reject
Vegetables,25.6,40,45,Good,78.1,3.6,Yes,16,Caution
Vegetables,25,71,16,Damaged,16.1,4.8,Yes,4,Reject
Fruits,11,65,58,Average,13.7,4.7,Yes,4,Caution
Grains,13.8,71,12,Good,85.4,6.9,No,17,Caution
Vegetables,2.5,78,48,Average,87.8,5.2,Yes,20,Caution
Dairy,23.9,46,34,Average,78,4.6,No,23,Reject
Grains,33.5,79,6,Good,72,3.2,No,9,Safe
Meat,34.6,46,26,Average,78.9,6.6,No,24,Reject
Meat,14.7,91,2,Good,26.1,6.7,No,3,Caution
Grains,26.1,53,52,Good,70,3.7,No,14,Caution
Meat,17.2,55,21,Damaged,50.4,4.1,Yes,5,Reject
Grains,24.9,57,42,Good,69.1,4.4,No,20,Caution
Vegetables,5.9,81,30,Good,65.5,6.7,Yes,9,Safe
Grains,27.3,43,34,Good,15.5,4.1,No,4,Caution
Fruits,2.6,78,34,Average,33.9,3.5,Yes,3,Caution
Meat,14.3,91,28,Good,73.9,5.9,Yes,20,Caution
Dairy,16,67,38,Average,47.3,3.7,Yes,13,Reject
Vegetables,8.4,89,26,Good,75.2,6.7,No,23,Reject
Meat,19.8,90,46,Average,80.2,6.5,No,21,Reject
Vegetables,8.4,93,41,Good,9.6,5,No,3,Reject
Dairy,1.8,81,57,Damaged,24.5,5.2,No,8,Reject
Grains,9.5,58,13,Average,15.3,4.2,No,14,Caution
Fruits,25.1,63,20,Good,80,6.2,Yes,16,Caution
Grains,22.1,81,54,Average,59.2,4.7,No,3,Caution
Meat,14,46,27,Good,73.7,3.9,Yes,12,Caution
Grains,17,69,44,Damaged,73.8,6.5,No,2,Reject
Dairy,25.2,64,8,Good,42.6,6.1,Yes,17,Caution
Meat,32.6,62,34,Damaged,17.2,4.6,No,13,Reject
Meat,17.8,95,11,Good,23.9,3.5,Yes,24,Caution
Fruits,27.5,58,20,Good,43.1,4.4,Yes,7,Caution
Vegetables,31,75,49,Good,75.6,5.3,No,8,Reject
Fruits,27.7,42,54,Good,47.5,6.1,Yes,3,Caution
Dairy,12,73,33,Good,87.2,7.2,Yes,16,Caution
Grains,30,74,50,Good,57.1,4,No,18,Caution
Fruits,5.8,44,27,Good,89.6,5.1,Yes,10,Safe
Vegetables,11.5,62,48,Good,22.9,7.1,Yes,19,Caution
Fruits,1.9,74,17,Average,80.9,3.6,Yes,14,Caution
Vegetables,13.9,83,58,Good,10.8,5.2,Yes,15,Caution
Grains,25.5,41,12,Good,74.5,3.7,No,9,Caution
Meat,21.9,73,47,Good,58.1,6.3,Yes,21,Caution
Fruits,29,77,41,Damaged,56.1,5.1,Yes,5,Reject
Vegetables,2.3,60,35,Good,62.5,4.8,Yes,15,Caution
Dairy,14.1,77,54,Good,89.5,5,Yes,2,Caution
Dairy,16.1,75,1,Good,66.9,5.3,Yes,17,Caution
Dairy,15.8,90,55,Good,33.8,6.7,Yes,9,Caution
Vegetables,24.5,89,47,Average,76.3,6.2,Yes,11,Reject
Grains,32.3,89,39,Good,69,5.1,No,1,Caution
Vegetables,24.8,51,7,Good,49.2,3.7,Yes,22,Caution
Dairy,3.4,59,7,Average,21.1,4,Yes,2,Safe
Fruits,6.5,48,57,Good,71.9,4.6,Yes,3,Safe
Fruits,12.5,86,55,Good,53.2,3.8,No,8,Reject
Vegetables,14.5,80,26,Good,41,4,No,20,Reject
Vegetables,31.2,82,54,Good,79.1,6.7,Yes,8,Caution
Fruits,10.1,44,1,Damaged,67.8,7,Yes,13,Caution
Fruits,27.3,59,14,Average,56.4,6.7,No,23,Reject
Grains,31.9,69,45,Average,27.6,5.9,No,14,Reject
Vegetables,13.6,63,24,Damaged,41.9,5.7,No,7,Reject
Meat,17.3,91,25,Average,15.6,5.2,No,4,Reject
Fruits,6.3,82,34,Average,44.8,6,No,23,Reject
Fruits,30.4,90,6,Average,54.6,5.1,Yes,7,Caution
Vegetables,28.4,44,57,Average,39.9,5.6,Yes,5,Caution
Meat,24,77,37,Average,39.8,6.1,No,3,Reject
Vegetables,0.7,56,16,Damaged,65.2,6.4,Yes,7,Caution
Grains,6.4,94,18,Good,75.4,6.2,No,16,Caution
Fruits,11.5,47,38,Average,13.4,5,Yes,16,Caution
Vegetables,25,57,52,Damaged,36.7,3.6,No,17,Reject
Vegetables,11.4,61,28,Damaged,64.2,3.8,Yes,23,Reject
Dairy,25.8,61,59,Average,9.6,4.4,Yes,11,Reject
Grains,30.3,40,43,Good,34.4,5.6,No,22,Caution
Fruits,18.2,44,43,Good,76.5,5.5,Yes,8,Caution
Dairy,29.8,44,57,Good,8.5,3.4,No,7,Reject
Vegetables,15.6,77,16,Good,13.2,6.7,Yes,15,Caution
Vegetables,32.6,64,32,Good,61.7,3.6,Yes,11,Caution
Dairy,16.8,70,35,Good,48.3,4.2,Yes,21,Caution
Fruits,4.8,51,44,Good,59.7,4.3,Yes,12,Caution
Dairy,6.2,91,55,Good,37.1,6.7,Yes,6,Caution
Fruits,11,89,9,Good,18.2,4.7,Yes,18,Caution
Meat,20.3,86,4,Damaged,66.8,6.3,No,23,Reject
Grains,20,66,30,Damaged,25.1,3.9,No,14,Reject
Dairy,14.5,61,39,Good,74.9,6.8,Yes,16,Caution
Dairy,33,82,56,Average,62.8,6.3,Yes,5,Caution
Meat,21.7,67,58,Good,62.7,5.9,Yes,7,Caution
Meat,14.3,81,36,Good,73,3.8,No,5,Caution
Meat,25,73,10,Average,24.9,6.8,No,12,Reject
Fruits,17.8,77,9,Good,87.6,7.1,Yes,23,Caution
Vegetables,5.2,72,53,Good,59.1,5.9,Yes,24,Caution
Meat,0.2,67,46,Good,28.5,5.7,Yes,8,Safe
Dairy,13,45,7,Good,21.8,5.6,No,14,Caution
Fruits,26.9,94,36,Good,11,5.5,No,16,Reject
Grains,8.1,58,9,Damaged,11.8,4.1,No,9,Caution
Fruits,22.3,77,19,Good,60.7,4.3,Yes,11,Caution
Fruits,4.6,66,15,Average,44.2,4.3,No,22,Caution
Meat,18.9,77,27,Damaged,21.3,5.3,Yes,20,Reject
Grains,17.2,45,9,Good,63.6,5.3,No,9,Caution
Vegetables,25.6,46,58,Good,40.5,6.5,Yes,7,Caution
Grains,32.4,82,25,Average,14.2,4.9,No,14,Reject
Meat,30.1,56,19,Average,62.2,3.4,Yes,17,Reject
Fruits,16.4,41,47,Good,10.4,4.9,No,14,Reject
Vegetables,14,62,48,Good,11.1,6,Yes,21,Caution
Vegetables,19.7,86,19,Good,76.3,5.6,No,3,Reject
Grains,4.5,87,17,Average,58.8,6,No,10,Caution
Grains,20.1,52,59,Average,71.9,4.2,No,1,Caution
Grains,30.9,93,25,Average,29.6,5.1,No,21,Reject
Meat,33.4,41,57,Average,62,6.4,Yes,16,Reject
Grains,33.1,86,55,Good,31.8,4.2,No,16,Reject
Vegetables,3.3,74,34,Good,34.1,5.1,Yes,13,Caution
Dairy,18.3,64,43,Good,80.7,6.3,Yes,16,Caution
Grains,6.6,85,7,Good,58.6,6.4,No,11,Safe
Meat,15.2,72,41,Average,12,3.3,Yes,6,Caution
Vegetables,3.9,77,20,Good,47.9,3.2,No,18,Caution
Grains,20.3,83,5,Damaged,40.6,4.8,No,2,Caution
Vegetables,5.4,74,6,Good,14.3,6.3,Yes,1,Safe
Meat,17.8,47,44,Good,36.8,5.9,Yes,6,Caution
